,symbol,emoji,kline,alert_price,Time_(MSK)
1298,FLOWUSDT,🌊🌊🌊,2 kline,alert price: 0.745,2023-12-05 03:14:54.904000
1299,SEIUSDT,💥💥💥,1 kline,alert price: 0.2779,2023-12-05 03:11:47.218000
1300,SEIUSDT,💥💥💥,1 kline,alert price: 0.2779,2023-12-05 03:11:47.218000
1301,XVGUSDT,💥💥💥,1 kline,alert price: 0.003751,2023-12-05 03:10:48.869000
1302,STMXUSDT,🌊🌊🌊,2 kline,alert price: 0.00823,2023-12-05 03:09:51.476000
1303,MTLUSDT,🌊🌊🌊,2 kline,alert price: 1.7403,2023-12-05 03:05:16.044000
1304,APTUSDT,🌊🌊🌊,2 kline,alert price: 7.85,2023-12-05 03:04:21.636000
1305,API3USDT,🌊🌊🌊,2 kline,alert price: 1.5414,2023-12-05 03:02:43.991000
1306,BEAMXUSDT,💥💥💥,1 kline,alert price: 0.012988,2023-12-05 03:01:59.557000
1307,ALPHAUSDT,🌊🌊🌊,2 kline,alert price: 0.09937,2023-12-05 03:01:51.715000
1308,ARPAUSDT,🌊🌊🌊,2 kline,alert price: 0.05133,2023-12-05 03:01:31.331000
1309,AGIXUSDT,🌊🌊🌊,2 kline,alert price: 0.3147,2023-12-05 03:00:21.271000
1310,CVXUSDT,🌊🌊🌊,2 kline,alert price: 3.916,2023-12-05 03:00:19.220000
1311,AVAXUSDT,💥💥💥,1 kline,alert price: 22.671,2023-12-05 02:55:33.050000
1312,IDEXUSDT,💥💥💥,1 kline,alert price: 0.06202,2023-12-05 02:51:29.154000
1313,RENUSDT,💥💥💥,1 kline,alert price: 0.06752,2023-12-05 02:48:48.528000
1314,CHRUSDT,💥💥💥,1 kline,alert price: 0.1535,2023-12-05 02:46:43.996000
1315,ASTRUSDT,🌊🌊🌊,2 kline,alert price: 0.07344,2023-12-05 02:42:22.653000
1316,RDNTUSDT,🌊🌊🌊,2 kline,alert price: 0.2696,2023-12-05 02:39:36.255000
1317,MAVUSDT,💥💥💥,1 kline,alert price: 0.341,2023-12-05 02:37:49.853000
1318,1000XECUSDT,🌊🌊🌊,2 kline,alert price: 0.0313,2023-12-05 02:36:56.546000
1319,BALUSDT,🌊🌊🌊,2 kline,alert price: 4.358,2023-12-05 02:36:38.213000
1320,ILVUSDT,💥💥💥,1 kline,alert price: 111.17,2023-12-05 02:36:33.909000
1321,COMPUSDT,🌊🌊🌊,2 kline,alert price: 51.28,2023-12-05 02:36:00.343000
1322,GALAUSDT,🌊🌊🌊,2 kline,alert price: 0.0286,2023-12-05 02:35:45.731000
1323,ZENUSDT,🌊🌊🌊,2 kline,alert price: 11.274,2023-12-05 02:35:28.992000
1324,WAXPUSDT,🌊🌊🌊,2 kline,alert price: 0.06449,2023-12-05 02:35:09.903000
1325,POLYXUSDT,🌊🌊🌊,2 kline,alert price: 0.2198,2023-12-05 02:35:08.715000
1326,STRAXUSDT,💥💥💥,1 kline,alert price: 1.0854,2023-12-05 02:35:01.766000
1327,WOOUSDT,💥💥💥,1 kline,alert price: 0.23848,2023-12-05 02:34:16.735000
1328,MINAUSDT,💥💥💥,1 kline,alert price: 0.7458,2023-12-05 02:34:16.709000
1329,BCHUSDT,💥💥💥,1 kline,alert price: 254.0,2023-12-05 02:34:16.511000
1330,ZRXUSDT,💥💥💥,1 kline,alert price: 0.4107,2023-12-05 02:34:16.647000
1331,RIFUSDT,💥💥💥,1 kline,alert price: 0.13694,2023-12-05 02:34:16.657000
1332,ACHUSDT,💥💥💥,1 kline,alert price: 0.02266,2023-12-05 02:24:55.620000
1333,TUSDT,🌊🌊🌊,2 kline,alert price: 0.0257,2023-12-05 02:21:30.308000
1334,MASKUSDT,💥💥💥,1 kline,alert price: 3.847,2023-12-05 02:14:50.949000
1335,DOGEUSDT,💥💥💥,1 kline,alert price: 0.09066,2023-12-05 02:11:53.303000
1336,STXUSDT,💥💥💥,1 kline,alert price: 1.1407,2023-12-05 02:09:39.981000
1337,IOSTUSDT,🌊🌊🌊,2 kline,alert price: 0.009775,2023-12-05 02:08:45.251000
1338,SUPERUSDT,💥💥💥,1 kline,alert price: 0.7261,2023-12-05 02:08:44.248000
1339,APTUSDT,🌊🌊🌊,2 kline,alert price: 7.688,2023-12-05 02:03:28.543000
1340,GLMRUSDT,💥💥💥,1 kline,alert price: 0.3055,2023-12-05 01:55:55.660000
1341,IOTXUSDT,🌊🌊🌊,2 kline,alert price: 0.04093,2023-12-05 01:42:38.104000
1342,AUDIOUSDT,🌊🌊🌊,2 kline,alert price: 0.2234,2023-12-05 01:41:42.315000
1343,ILVUSDT,💥💥💥,1 kline,alert price: 111.32,2023-12-05 01:27:34.693000
1344,RIFUSDT,💥💥💥,1 kline,alert price: 0.13441,2023-12-05 01:26:08.583000
1345,1000SHIBUSDT,🌊🌊🌊,2 kline,alert price: 0.009173,2023-12-05 01:21:08.700000
1346,1000PEPEUSDT,💥💥💥,1 kline,alert price: 0.0013994,2023-12-05 01:19:57.519000
1347,IOTAUSDT,🌊🌊🌊,3 kline,alert price: 0.3348,2023-12-05 01:16:57.209000
1348,RADUSDT,🌊🌊🌊,2 kline,alert price: 1.624,2023-12-05 01:16:48.319000
1349,TUSDT,💥💥💥,1 kline,alert price: 0.02577,2023-12-05 01:12:57.493000
1350,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 42241.4,2023-12-05 01:12:53.486000
1351,GALUSDT,💥💥💥,1 kline,alert price: 1.6238,2023-12-05 01:07:28.867000
1352,BSVUSDT,🌊🌊🌊,2 kline,alert price: 52.54,2023-12-05 00:56:35.643000
1353,LUNA2USDT,💥💥💥,1 kline,alert price: 1.2171,2023-12-05 00:53:48.037000
1354,HOTUSDT,💥💥💥,1 kline,alert price: 0.001752,2023-12-05 00:53:43.291000
1355,APTUSDT,🌊🌊🌊,2 kline,alert price: 7.496,2023-12-05 00:49:37.270000
1356,AGLDUSDT,🌊🌊🌊,2 kline,alert price: 1.0065,2023-12-05 00:49:26.580000
1357,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.9142,2023-12-05 00:48:35.981000
1358,LPTUSDT,💥💥💥,1 kline,alert price: 6.776,2023-12-05 00:48:32.668000
1359,YFIUSDT,🌊🌊🌊,2 kline,alert price: 8577.0,2023-12-05 00:46:59.316000
1360,SSVUSDT,💥💥💥,1 kline,alert price: 27.53,2023-12-05 00:36:25.260000
1361,RVNUSDT,💥💥💥,1 kline,alert price: 0.02046,2023-12-05 00:35:21.101000
1362,SFPUSDT,🌊🌊🌊,2 kline,alert price: 0.7145,2023-12-05 00:35:12.535000
1363,ONEUSDT,💥💥💥,1 kline,alert price: 0.01443,2023-12-05 00:33:57.171000
1364,COMBOUSDT,💥💥💥,1 kline,alert price: 0.7511,2023-12-05 00:33:50.202000
1365,GLMRUSDT,💥💥💥,1 kline,alert price: 0.3038,2023-12-05 00:33:45.882000
1366,BELUSDT,🌊🌊🌊,2 kline,alert price: 0.6573,2023-12-05 00:33:43.040000
1367,ORDIUSDT,💥💥💥,1 kline,alert price: 50.891,2023-12-05 00:32:21.355000
1368,1000FLOKIUSDT,💥💥💥,1 kline,alert price: 0.03655,2023-12-05 00:30:51.364000
1369,UNFIUSDT,🌊🌊🌊,2 kline,alert price: 10.313,2023-12-05 00:29:21.487000
1370,MAVUSDT,💥💥💥,1 kline,alert price: 0.3253,2023-12-05 00:20:39.103000
1371,RENUSDT,🌊🌊🌊,2 kline,alert price: 0.066,2023-12-05 00:11:39.014000
1372,GALAUSDT,🌊🌊🌊,2 kline,alert price: 0.02806,2023-12-05 00:03:13.810000
1373,SXPUSDT,🌊🌊🌊,2 kline,alert price: 0.3622,2023-12-05 00:02:59.029000
1374,CTKUSDT,🌊🌊🌊,2 kline,alert price: 0.5588,2023-12-05 00:01:31.495000
1375,CFXUSDT,💥💥💥,1 kline,alert price: 0.198,2023-12-05 00:00:36.518000
1376,DOGEUSDT,💥💥💥,1 kline,alert price: 0.0896,2023-12-04 23:56:55.245000
1377,TOKENUSDT,🌊🌊🌊,2 kline,alert price: 0.03813,2023-12-04 23:43:45.083000
1378,JASMYUSDT,🌊🌊🌊,2 kline,alert price: 0.005844,2023-12-04 23:43:31.603000
1379,EDUUSDT,🌊🌊🌊,2 kline,alert price: 0.6235,2023-12-04 23:42:59.424000
1380,1INCHUSDT,💥💥💥,1 kline,alert price: 0.3596,2023-12-04 23:40:56.267000
1381,ASTRUSDT,💥💥💥,1 kline,alert price: 0.0717,2023-12-04 23:39:53.453000
1382,1000PEPEUSDT,💥💥💥,1 kline,alert price: 0.0013366,2023-12-04 23:33:58.722000
1383,MEMEUSDT,🌊🌊🌊,2 kline,alert price: 0.031929,2023-12-04 23:31:25.756000
1384,NKNUSDT,🌊🌊🌊,2 kline,alert price: 0.11406,2023-12-04 23:28:44.413000
1385,BLURUSDT,💥💥💥,1 kline,alert price: 0.5393,2023-12-04 23:28:36.449000
1386,LPTUSDT,💥💥💥,1 kline,alert price: 6.732,2023-12-04 23:27:48.453000
1387,DYDXUSDT,💥💥💥,1 kline,alert price: 3.181,2023-12-04 23:19:53.239000
1388,XVSUSDT,🌊🌊🌊,2 kline,alert price: 8.454,2023-12-04 23:16:31.025000
1389,ACHUSDT,💥💥💥,1 kline,alert price: 0.02212,2023-12-04 23:15:39.298000
1390,TWTUSDT,💥💥💥,1 kline,alert price: 1.2262,2023-12-04 23:15:24.596000
1391,PHBUSDT,💥💥💥,1 kline,alert price: 0.827,2023-12-04 23:11:37.476000
1392,GLMRUSDT,🌊🌊🌊,2 kline,alert price: 0.2904,2023-12-04 23:09:57.570000
1393,ORDIUSDT,🌊🌊🌊,2 kline,alert price: 48.573,2023-12-04 23:08:53.458000
1394,1000BONKUSDT,🌊🌊🌊,4 kline,alert price: 0.006991,2023-12-04 23:05:33.861000
1395,OGNUSDT,🌊🌊🌊,2 kline,alert price: 0.133,2023-12-04 23:04:44.470000
1396,NTRNUSDT,🌊🌊🌊,2 kline,alert price: 0.7002,2023-12-04 23:03:35.349000
1397,USTCUSDT,🌊🌊🌊,2 kline,alert price: 0.05882,2023-12-04 23:02:46.712000
1398,ICPUSDT,🌊🌊🌊,2 kline,alert price: 4.988,2023-12-04 23:00:55.336000
1399,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.6466,2023-12-04 22:58:55.433000
1400,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.6466,2023-12-04 22:58:55.433000
1401,ICXUSDT,🌊🌊🌊,2 kline,alert price: 0.2648,2023-12-04 22:57:54.374000
1402,MINAUSDT,🌊🌊🌊,2 kline,alert price: 0.7363,2023-12-04 22:57:48.115000
1403,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 42070.0,2023-12-04 22:56:53.166000
1404,IOTXUSDT,🌊🌊🌊,2 kline,alert price: 0.03936,2023-12-04 22:51:31.494000
1405,CELRUSDT,🌊🌊🌊,2 kline,alert price: 0.01618,2023-12-04 22:48:34.846000
1406,EGLDUSDT,💥💥💥,1 kline,alert price: 51.47,2023-12-04 22:46:10.899000
1407,OXTUSDT,🌊🌊🌊,2 kline,alert price: 0.07649,2023-12-04 22:45:59.038000
1408,BEAMXUSDT,💥💥💥,1 kline,alert price: 0.01241,2023-12-04 22:44:02.461000
1409,IOSTUSDT,💥💥💥,1 kline,alert price: 0.009838,2023-12-04 22:36:42.306000
1410,TOKENUSDT,💥💥💥,1 kline,alert price: 0.03788,2023-12-04 22:33:42.292000
1411,RVNUSDT,💥💥💥,1 kline,alert price: 0.02033,2023-12-04 22:32:44.073000
1412,FXSUSDT,💥💥💥,1 kline,alert price: 8.583,2023-12-04 22:26:33.126000
1413,CYBERUSDT,🌊🌊🌊,3 kline,alert price: 6.768,2023-12-04 22:23:57.956000
1414,CFXUSDT,🌊🌊🌊,2 kline,alert price: 0.2057,2023-12-04 22:22:46.697000
1415,HIGHUSDT,🌊🌊🌊,2 kline,alert price: 1.467,2023-12-04 22:16:28.671000
1416,LUNA2USDT,🌊🌊🌊,2 kline,alert price: 1.1818,2023-12-04 22:08:28.963000
1417,HOTUSDT,🌊🌊🌊,2 kline,alert price: 0.00172,2023-12-04 22:03:59.293000
1418,SUPERUSDT,💥💥💥,1 kline,alert price: 0.674,2023-12-04 22:01:47.368000
1419,FRONTUSDT,🌊🌊🌊,2 kline,alert price: 0.351,2023-12-04 22:00:59.886000
1420,XVGUSDT,💥💥💥,1 kline,alert price: 0.00374,2023-12-04 21:56:22.379000
1421,STRAXUSDT,🌊🌊🌊,2 kline,alert price: 1.085,2023-12-04 21:42:05.947000
1422,NTRNUSDT,💥💥💥,1 kline,alert price: 0.6812,2023-12-04 21:40:19.972000
1423,FTMUSDT,💥💥💥,1 kline,alert price: 0.3103,2023-12-04 21:34:34.103000
1424,AGIXUSDT,💥💥💥,1 kline,alert price: 0.3091,2023-12-04 21:34:18.715000
1425,ACHUSDT,🌊🌊🌊,2 kline,alert price: 0.0218,2023-12-04 21:31:41.739000
1426,RVNUSDT,🌊🌊🌊,2 kline,alert price: 0.01997,2023-12-04 21:29:50.710000
1427,ZILUSDT,🌊🌊🌊,2 kline,alert price: 0.02239,2023-12-04 21:29:13.346000
1428,1000PEPEUSDT,💥💥💥,1 kline,alert price: 0.0013248,2023-12-04 21:22:57.096000
1429,TWTUSDT,💥💥💥,1 kline,alert price: 1.2138,2023-12-04 21:16:27.048000
1430,BICOUSDT,💥💥💥,1 kline,alert price: 0.2916,2023-12-04 21:16:18.679000
1431,ORDIUSDT,💥💥💥,1 kline,alert price: 42.695,2023-12-04 21:15:39.750000
1432,BIGTIMEUSDT,🌊🌊🌊,2 kline,alert price: 0.586,2023-12-04 21:15:37.803000
1433,KAVAUSDT,💥💥💥,1 kline,alert price: 0.8086,2023-12-04 21:15:23.823000
1434,GTCUSDT,🌊🌊🌊,2 kline,alert price: 1.14,2023-12-04 21:12:14.662000
1435,JASMYUSDT,💥💥💥,1 kline,alert price: 0.005673,2023-12-04 21:07:29.717000
1436,TOKENUSDT,💥💥💥,1 kline,alert price: 0.03684,2023-12-04 21:05:56.402000
1437,LPTUSDT,🌊🌊🌊,2 kline,alert price: 6.613,2023-12-04 21:05:25.001000
1438,GRTUSDT,💥💥💥,1 kline,alert price: 0.14831,2023-12-04 21:01:59.495000
1439,RUNEUSDT,💥💥💥,1 kline,alert price: 6.643,2023-12-04 21:01:42.141000
1440,UMAUSDT,🌊🌊🌊,2 kline,alert price: 2.011,2023-12-04 21:01:41.365000
1441,BLZUSDT,💥💥💥,1 kline,alert price: 0.27463,2023-12-04 21:01:38.295000
1442,SUPERUSDT,💥💥💥,1 kline,alert price: 0.6482,2023-12-04 20:58:53.478000
1443,BEAMXUSDT,💥💥💥,1 kline,alert price: 0.012222,2023-12-04 20:56:29.535000
1444,ZECUSDT,🌊🌊🌊,2 kline,alert price: 31.33,2023-12-04 20:52:50.681000
1445,CFXUSDT,🌊🌊🌊,2 kline,alert price: 0.1943,2023-12-04 20:50:36.511000
1446,LUNA2USDT,🌊🌊🌊,2 kline,alert price: 1.1188,2023-12-04 20:49:47.312000
1447,BALUSDT,🌊🌊🌊,2 kline,alert price: 4.125,2023-12-04 20:49:11.492000
1448,MEMEUSDT,🌊🌊🌊,2 kline,alert price: 0.031772,2023-12-04 20:48:29.184000
1449,TUSDT,💥💥💥,1 kline,alert price: 0.02554,2023-12-04 20:41:15.085000
1450,RIFUSDT,💥💥💥,1 kline,alert price: 0.13164,2023-12-04 20:40:42.472000
1451,IOSTUSDT,🌊🌊🌊,2 kline,alert price: 0.009573,2023-12-04 20:36:40.046000
1452,RLCUSDT,💥💥💥,1 kline,alert price: 1.4997,2023-12-04 20:25:31.141000
1453,JOEUSDT,💥💥💥,1 kline,alert price: 0.4622,2023-12-04 20:20:59.962000
1454,BATUSDT,💥💥💥,1 kline,alert price: 0.2444,2023-12-04 20:19:36.869000
1455,BICOUSDT,🌊🌊🌊,3 kline,alert price: 0.286,2023-12-04 20:15:31.669000
1456,ZENUSDT,💥💥💥,1 kline,alert price: 10.926,2023-12-04 20:11:26.605000
1457,PYTHUSDT,💥💥💥,1 kline,alert price: 0.4068,2023-12-04 20:08:38.206000
1458,MBLUSDT,🌊🌊🌊,2 kline,alert price: 0.005371,2023-12-04 20:08:36.336000
1459,TWTUSDT,💥💥💥,1 kline,alert price: 1.2116,2023-12-04 20:08:35.266000
1460,SFPUSDT,🌊🌊🌊,2 kline,alert price: 0.713,2023-12-04 20:03:28.961000
1462,TWTUSDT,🌊🌊🌊,2 kline,alert price: 1.2056,2023-12-04 20:00:09.300000
1463,C98USDT,🌊🌊🌊,2 kline,alert price: 0.1923,2023-12-04 19:56:43.316000
1464,DODOXUSDT,💥💥💥,1 kline,alert price: 0.13283,2023-12-04 19:54:41.483000
1465,MAVUSDT,💥💥💥,1 kline,alert price: 0.3216,2023-12-04 19:54:30.887000
1466,GALAUSDT,🌊🌊🌊,2 kline,alert price: 0.02765,2023-12-04 19:52:38.545000
1467,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.5745,2023-12-04 19:52:17.981000
1468,ACHUSDT,💥💥💥,1 kline,alert price: 0.02136,2023-12-04 19:47:17.157000
1469,COTIUSDT,🌊🌊🌊,2 kline,alert price: 0.05763,2023-12-04 19:42:29.406000
1470,VETUSDT,💥💥💥,1 kline,alert price: 0.02366,2023-12-04 19:40:33.627000
1471,RSRUSDT,💥💥💥,1 kline,alert price: 0.00304,2023-12-04 19:36:36.334000
1472,CTKUSDT,💥💥💥,1 kline,alert price: 0.5526,2023-12-04 19:28:39.151000
1473,CTSIUSDT,🌊🌊🌊,2 kline,alert price: 0.1652,2023-12-04 19:24:29.176000
1474,STPTUSDT,🌊🌊🌊,2 kline,alert price: 0.06518,2023-12-04 19:23:41.444000
1475,CFXUSDT,💥💥💥,1 kline,alert price: 0.1777,2023-12-04 19:15:31.305000
1476,IOTXUSDT,🌊🌊🌊,2 kline,alert price: 0.03234,2023-12-04 19:07:13.270000
1477,AXSUSDT,💥💥💥,1 kline,alert price: 6.665,2023-12-04 19:06:04.988000
1478,TOKENUSDT,🌊🌊🌊,2 kline,alert price: 0.03448,2023-12-04 19:05:39.059000
1479,GALUSDT,💥💥💥,1 kline,alert price: 1.5176,2023-12-04 19:04:02.601000
1480,SLPUSDT,🌊🌊🌊,2 kline,alert price: 0.002498,2023-12-04 19:03:32.272000
1481,KAVAUSDT,💥💥💥,1 kline,alert price: 0.7969,2023-12-04 19:02:44.082000
1482,1000LUNCUSDT,🌊🌊🌊,2 kline,alert price: 0.24621,2023-12-04 19:02:25.239000
1483,ORDIUSDT,💥💥💥,1 kline,alert price: 40.29,2023-12-04 19:00:57.513000
1484,TRUUSDT,💥💥💥,1 kline,alert price: 0.05837,2023-12-04 19:00:39.743000
1485,TUSDT,💥💥💥,1 kline,alert price: 0.02545,2023-12-04 18:56:15.239000
1486,1000FLOKIUSDT,💥💥💥,1 kline,alert price: 0.0357,2023-12-04 18:44:38.539000
1487,HFTUSDT,💥💥💥,1 kline,alert price: 0.3159,2023-12-04 18:31:20.578000
1488,EGLDUSDT,🌊🌊🌊,2 kline,alert price: 51.47,2023-12-04 18:21:59.412000
1489,KASUSDT,💥💥💥,1 kline,alert price: 0.14168,2023-12-04 18:13:52.467000
1490,TWTUSDT,🌊🌊🌊,2 kline,alert price: 1.1891,2023-12-04 18:06:23.882000
1491,BAKEUSDT,🌊🌊🌊,2 kline,alert price: 0.1731,2023-12-04 18:01:49.351000
1492,IOTXUSDT,💥💥💥,1 kline,alert price: 0.03024,2023-12-04 17:59:44.979000
1493,BLZUSDT,💥💥💥,1 kline,alert price: 0.27596,2023-12-04 17:57:57.710000
1494,SFPUSDT,💥💥💥,1 kline,alert price: 0.6918,2023-12-04 17:57:12.537000
1495,BATUSDT,💥💥💥,1 kline,alert price: 0.2441,2023-12-04 17:55:34.089000
1496,AGIXUSDT,💥💥💥,1 kline,alert price: 0.305,2023-12-04 17:54:22.826000
1497,FETUSDT,🌊🌊🌊,2 kline,alert price: 0.5263,2023-12-04 17:54:11.200000
1498,TRUUSDT,💥💥💥,1 kline,alert price: 0.05701,2023-12-04 17:48:32.650000
1499,IMXUSDT,💥💥💥,1 kline,alert price: 1.42,2023-12-04 17:46:51.543000
1500,IMXUSDT,💥💥💥,1 kline,alert price: 1.42,2023-12-04 17:46:51.543000
1501,RENUSDT,💥💥💥,1 kline,alert price: 0.06393,2023-12-04 17:41:58.130000
1502,RLCUSDT,💥💥💥,1 kline,alert price: 1.4914,2023-12-04 17:36:44.121000
1503,XTZUSDT,💥💥💥,1 kline,alert price: 0.874,2023-12-04 17:30:38.253000
1504,STRAXUSDT,💥💥💥,1 kline,alert price: 1.0755,2023-12-04 17:24:49.855000
1505,FTMUSDT,💥💥💥,1 kline,alert price: 0.3123,2023-12-04 17:00:17.051000
1506,ANKRUSDT,🌊🌊🌊,2 kline,alert price: 0.02719,2023-12-04 16:56:57.474000
1507,SNXUSDT,🌊🌊🌊,2 kline,alert price: 3.723,2023-12-04 16:48:33.661000
1508,SNTUSDT,💥💥💥,1 kline,alert price: 0.04405,2023-12-04 16:45:59.348000
1509,CYBERUSDT,💥💥💥,1 kline,alert price: 6.707,2023-12-04 16:41:53.382000
1510,SUSHIUSDT,💥💥💥,1 kline,alert price: 1.4223,2023-12-04 16:41:52.146000
1511,FLOWUSDT,🌊🌊🌊,2 kline,alert price: 0.711,2023-12-04 16:33:38.581000
1512,CHRUSDT,🌊🌊🌊,2 kline,alert price: 0.1513,2023-12-04 16:30:20.099000
1513,1000FLOKIUSDT,💥💥💥,1 kline,alert price: 0.03619,2023-12-04 16:25:37.323000
1514,RENUSDT,💥💥💥,1 kline,alert price: 0.06361,2023-12-04 16:23:56.503000
1515,STXUSDT,💥💥💥,1 kline,alert price: 1.0009,2023-12-04 16:21:58.612000
1516,BLZUSDT,💥💥💥,1 kline,alert price: 0.27353,2023-12-04 16:21:52.383000
1517,STRAXUSDT,💥💥💥,1 kline,alert price: 1.0813,2023-12-04 16:21:36.951000
1518,BATUSDT,💥💥💥,1 kline,alert price: 0.2401,2023-12-04 16:21:26.304000
1519,THETAUSDT,💥💥💥,1 kline,alert price: 1.0771,2023-12-04 16:21:10.137000
1520,SKLUSDT,💥💥💥,1 kline,alert price: 0.04546,2023-12-04 16:19:27.246000
1521,MASKUSDT,💥💥💥,1 kline,alert price: 3.68,2023-12-04 16:12:54.533000
1522,ORBSUSDT,💥💥💥,1 kline,alert price: 0.04382,2023-12-04 16:08:45.594000
1523,KEYUSDT,💥💥💥,1 kline,alert price: 0.006154,2023-12-04 16:07:44.267000
1524,TUSDT,💥💥💥,1 kline,alert price: 0.02458,2023-12-04 16:05:54.041000
1525,SUIUSDT,💥💥💥,1 kline,alert price: 0.6125,2023-12-04 16:05:43.306000
1526,MTLUSDT,💥💥💥,1 kline,alert price: 1.6712,2023-12-04 16:02:24.325000
1527,BSVUSDT,🌊🌊🌊,2 kline,alert price: 51.64,2023-12-04 15:57:56.518000
1528,ARUSDT,💥💥💥,1 kline,alert price: 8.197,2023-12-04 15:57:50.639000
1529,RUNEUSDT,🌊🌊🌊,2 kline,alert price: 6.794,2023-12-04 15:53:40.592000
1530,ORDIUSDT,💥💥💥,1 kline,alert price: 41.348,2023-12-04 15:44:58.172000
1531,IOTXUSDT,💥💥💥,1 kline,alert price: 0.03059,2023-12-04 15:44:34.461000
1532,BAKEUSDT,💥💥💥,1 kline,alert price: 0.1687,2023-12-04 15:41:50.434000
1533,EGLDUSDT,💥💥💥,1 kline,alert price: 51.84,2023-12-04 15:38:48.054000
1534,SLPUSDT,💥💥💥,1 kline,alert price: 0.002529,2023-12-04 15:36:59.499000
1535,SANDUSDT,💥💥💥,1 kline,alert price: 0.4306,2023-12-04 15:36:57.142000
1536,IMXUSDT,💥💥💥,1 kline,alert price: 1.4357,2023-12-04 15:32:49.033000
1537,CVXUSDT,💥💥💥,1 kline,alert price: 3.918,2023-12-04 15:32:37.218000
1538,POWRUSDT,💥💥💥,1 kline,alert price: 0.2833,2023-12-04 15:29:08.037000
1539,NTRNUSDT,💥💥💥,1 kline,alert price: 0.6503,2023-12-04 15:19:57.265000
1540,ARPAUSDT,💥💥💥,1 kline,alert price: 0.05124,2023-12-04 15:04:43.726000
1541,RIFUSDT,🌊🌊🌊,2 kline,alert price: 0.1175,2023-12-04 15:02:45.786000
1542,STXUSDT,💥💥💥,1 kline,alert price: 0.8806,2023-12-04 14:57:51.567000
1543,TRUUSDT,💥💥💥,1 kline,alert price: 0.05764,2023-12-04 14:56:58.150000
1544,SUSHIUSDT,🌊🌊🌊,2 kline,alert price: 1.3196,2023-12-04 14:56:44.378000
1545,BATUSDT,💥💥💥,1 kline,alert price: 0.2324,2023-12-04 14:53:05.999000
1546,OXTUSDT,💥💥💥,1 kline,alert price: 0.07522,2023-12-04 14:30:38.514000
1548,IMXUSDT,💥💥💥,1 kline,alert price: 1.4494,2023-12-04 14:06:39.968000
1549,OCEANUSDT,💥💥💥,1 kline,alert price: 0.5175,2023-12-04 14:05:36.126000
1550,AUDIOUSDT,💥💥💥,1 kline,alert price: 0.2219,2023-12-04 14:03:35.107000
1551,NTRNUSDT,🌊🌊🌊,2 kline,alert price: 0.6244,2023-12-04 13:51:42.297000
1552,1000BONKUSDT,💥💥💥,1 kline,alert price: 0.006172,2023-12-04 13:46:47.270000
1553,SUPERUSDT,💥💥💥,1 kline,alert price: 0.6447,2023-12-04 13:43:32.543000
1554,XVSUSDT,💥💥💥,1 kline,alert price: 8.442,2023-12-04 13:40:27.898000
1555,RSRUSDT,💥💥💥,1 kline,alert price: 0.00306,2023-12-04 13:35:38.546000
1556,TRXUSDT,🌊🌊🌊,2 kline,alert price: 0.10527,2023-12-04 13:30:09.588000
1557,SNXUSDT,💥💥💥,1 kline,alert price: 3.813,2023-12-04 13:29:14.363000
1558,KSMUSDT,🌊🌊🌊,2 kline,alert price: 26.64,2023-12-04 13:21:43.925000
1559,AVAXUSDT,💥💥💥,1 kline,alert price: 23.122,2023-12-04 13:13:08.074000
1560,THETAUSDT,💥💥💥,1 kline,alert price: 1.0885,2023-12-04 13:12:38.009000
1561,ONEUSDT,💥💥💥,1 kline,alert price: 0.01453,2023-12-04 13:10:37.975000
1562,ALICEUSDT,💥💥💥,1 kline,alert price: 1.211,2023-12-04 13:08:58.896000
1563,BLZUSDT,🌊🌊🌊,2 kline,alert price: 0.26838,2023-12-04 13:02:56.391000
1564,MANAUSDT,💥💥💥,1 kline,alert price: 0.4646,2023-12-04 13:02:20.064000
1565,JOEUSDT,💥💥💥,1 kline,alert price: 0.4547,2023-12-04 12:54:45.468000
1566,SEIUSDT,💥💥💥,1 kline,alert price: 0.2955,2023-12-04 12:45:44.306000
1567,AUDIOUSDT,💥💥💥,1 kline,alert price: 0.2265,2023-12-04 12:44:40.052000
1568,ZECUSDT,🌊🌊🌊,2 kline,alert price: 31.83,2023-12-04 12:41:27.883000
1569,IMXUSDT,💥💥💥,1 kline,alert price: 1.446,2023-12-04 12:40:28.195000
